Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2026-03-09,00:21,CNR5555180,Success,CUST9686,Auto,Anekal,HSR Layout,12.73,14.34,0,,0,,0,,184,20.92,4.3,4.1
2026-03-19,04:20,CNR1974882,Success,CUST3813,Bike,Dasarahalli,Horamavu,3.51,14.16,0,,0,,0,,897,1.84,3.9,4.7
2026-03-16,11:52,CNR3688596,Incomplete,CUST4504,Prime Plus,Bannerghatta Road,Peenya,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-28,00:02,CNR1514689,Incomplete,CUST1758,Auto,Frazer Town,Bellandur,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-09,19:03,CNR6054672,Cancelled by Driver,CUST1932,Bike,Devanahalli,Sahakar Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-11,02:03,CNR2993103,Success,CUST4157,Mini,Hennur,Shivajinagar,3.68,14.71,0,,0,,0,,164,10.47,3.1,3.5
2026-03-07,21:42,CNR8789755,Success,CUST4814,Prime SUV,Vijayanagar,RR Nagar,6.3,13.46,0,,0,,0,,1174,12.58,3.8,3.6
2026-03-13,14:28,CNR1963983,Success,CUST5747,Prime Sedan,Koramangala,Peenya,8.03,6.36,0,,0,,0,,511,23,4.7,4.7
2026-03-27,08:45,CNR7255741,Success,CUST2253,Bike,Domlur,Silk Board,9.92,16.67,0,,0,,0,,317,4.1,3,4.3
2026-03-07,18:17,CNR5291880,Success,CUST8931,Prime Sedan,Ramamurthy Nagar,Chandapura,11.93,13.47,0,,0,,0,,112,12.75,4.9,4.1
2026-03-16,07:52,CNR5607626,Incomplete,CUST3643,Bike,Brigade Road,Silk Board,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-15,04:54,CNR2593713,Cancelled by Driver,CUST5263,Prime Sedan,Brookefield,BTM Layout,,,0,,1,More than permitted people in there,0,,,,,
2026-03-11,06:17,CNR2663829,Success,CUST1639,eBike,Dasarahalli,KR Puram,7.54,21.07,0,,0,,0,,740,1.71,3.7,4.1
2026-03-28,17:11,CNR6940312,Cancelled by Driver,CUST1322,Prime Sedan,Hebbal,Indiranagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-08,21:50,CNR8716017,Success,CUST7674,Mini,Bellandur,Sahakar Nagar,6,7.64,0,,0,,0,,500,2.92,3.6,3.3
2026-03-25,18:43,CNR9715556,Success,CUST3096,eBike,JP Nagar,Horamavu,11.64,13.43,0,,0,,0,,528,6.3,4.8,3.5
2026-03-09,21:26,CNR4535150,Cancelled by Customer,CUST3788,eBike,Sahakar Nagar,Nagawara,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-25,10:28,CNR6487397,Cancelled by Driver,CUST1883,eBike,Vijayanagar,Brookefield,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-05,14:30,CNR4904894,Success,CUST4180,Prime Sedan,Electronic City,Airport Road,3.36,16.02,0,,0,,0,,574,13.85,3.8,3.9
2026-03-17,15:20,CNR4800978,Success,CUST7898,Auto,Brookefield,BTM Layout,5.29,21.5,0,,0,,0,,432,20.38,3.6,4.4
2026-03-01,06:58,CNR5843728,Success,CUST9247,Bike,BTM Layout,Indiranagar,13.86,6.99,0,,0,,0,,184,1.86,4.7,4.8
2026-03-12,17:57,CNR2490986,Success,CUST7890,eBike,Mahadevapura,Horamavu,9.73,11.95,0,,0,,0,,364,11.54,4.3,3.7
2026-03-29,09:17,CNR3107518,Success,CUST1967,eBike,Bellandur,Peenya,11.51,12.44,0,,0,,0,,402,4.77,4.8,4.8
2026-03-15,00:09,CNR8797583,Cancelled by Driver,CUST6171,Mini,Koramangala,Hennur,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-06,14:29,CNR1328745,Success,CUST4179,eBike,Jayanagar,Ulsoor,6.18,20.86,0,,0,,0,,665,9.18,3.7,4.6
2026-03-26,09:53,CNR3151859,Cancelled by Driver,CUST6120,eBike,BTM Layout,Outer Ring Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-19,22:34,CNR2132716,Success,CUST1128,Auto,Rajajinagar,Jayanagar,8.83,12.98,0,,0,,0,,455,24.8,3,4.9
2026-03-11,14:32,CNR3436961,Cancelled by Driver,CUST1022,Prime SUV,Nagawara,ITPL,,,0,,1,More than permitted people in there,0,,,,,
2026-03-21,10:45,CNR9267370,Success,CUST3100,Bike,Banashankari,Brigade Road,2.06,9.57,0,,0,,0,,499,22.76,3.5,4.4
2026-03-02,07:41,CNR8828095,Success,CUST8877,Auto,Yelahanka,Silk Board,15,6.1,0,,0,,0,,822,11.15,4.4,4.4
2026-03-30,17:28,CNR3046291,Success,CUST6375,eBike,Mahadevapura,Kanakapura Road,7.6,17.73,0,,0,,0,,291,12.08,4,3.9
2026-03-08,13:33,CNR6309571,Success,CUST4877,Bike,HSR Layout,Sarjapur,4.18,9.4,0,,0,,0,,469,7.08,4.6,3.5
2026-03-01,09:03,CNR2649625,Success,CUST4017,Mini,Banaswadi,Sahakar Nagar,8.58,13.47,0,,0,,0,,121,13.44,3.4,3.2
2026-03-09,12:11,CNR8453767,Success,CUST2254,Prime Sedan,Shivajinagar,Domlur,12.7,12.61,0,,0,,0,,1159,12.75,3.9,3.8
2026-03-08,10:43,CNR2181027,Incomplete,CUST2469,Prime Sedan,Horamavu,CV Raman Nagar,,,0,,0,,1,Customer Demand,,,,
2026-03-14,19:13,CNR9108088,Success,CUST6812,Auto,BTM Layout,MG Road,4.01,19.57,0,,0,,0,,499,23.96,3.1,3.4
2026-03-17,21:34,CNR1368997,Success,CUST3326,Prime Plus,Dasarahalli,Anekal,12.91,10.91,0,,0,,0,,282,8.85,3.9,4
2026-03-30,02:18,CNR1301580,Incomplete,CUST5166,Prime SUV,Brookefield,Horamavu,,,0,,0,,1,Customer Demand,,,,
2026-03-20,03:09,CNR5350807,Cancelled by Customer,CUST8346,Mini,Hebbal,Horamavu,,,1,Change of plans,0,,0,,,,,
2026-03-19,19:40,CNR3179537,Cancelled by Driver,CUST4762,Prime Plus,Basavanagudi,ITPL,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-16,08:44,CNR3246868,Success,CUST4884,eBike,Chandapura,Airport Road,10.94,18.22,0,,0,,0,,106,16.22,3.8,3.2
2026-03-06,14:08,CNR4544017,Cancelled by Driver,CUST9366,Mini,Brigade Road,Kalyan Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-03,00:29,CNR5016559,Success,CUST9458,Bike,Sarjapur,Airport Road,6.39,9.67,0,,0,,0,,151,19.05,3.2,4.3
2026-03-03,17:16,CNR6264746,Success,CUST4149,Bike,Horamavu,Shivajinagar,3.68,7.84,0,,0,,0,,1457,4.97,5,4.4
2026-03-06,21:48,CNR5035093,Success,CUST9933,Mini,Nagawara,Malleshwaram,4.93,13.69,0,,0,,0,,651,19.29,3.9,3.1
2026-03-11,09:39,CNR1829281,Success,CUST4194,Prime Plus,Malleshwaram,Jayanagar,2.59,5.51,0,,0,,0,,223,5.92,3.9,3.4
2026-03-11,07:51,CNR3812116,Incomplete,CUST4467,Auto,Kanakapura Road,Mahadevapura,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-05,22:16,CNR8000657,Success,CUST6026,eBike,Hennur,HSR Layout,6.01,8.9,0,,0,,0,,114,10.99,3.3,4
2026-03-23,02:27,CNR1346881,Success,CUST8321,Bike,Malleshwaram,Bellandur,12.07,14.99,0,,0,,0,,456,12.1,4.3,3.7
2026-03-03,01:21,CNR7488828,Success,CUST3611,eBike,Vijayanagar,Brigade Road,3.03,7.5,0,,0,,0,,1655,17.57,4.9,4.1
2026-03-22,11:51,CNR9946242,Success,CUST1357,Mini,Kanakapura Road,Bellandur,2.05,16.48,0,,0,,0,,235,8.55,4.8,3.6
2026-03-17,01:56,CNR9212084,Success,CUST8245,Prime Sedan,Marathahalli,Rajajinagar,14.31,9.11,0,,0,,0,,895,15.67,3.3,3.9
2026-03-21,14:59,CNR4990592,Cancelled by Driver,CUST5923,Prime Plus,Brigade Road,RR Nagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-11,15:04,CNR4185411,Success,CUST5825,Auto,Brookefield,Horamavu,9.75,18.58,0,,0,,0,,513,12.13,3.8,3.1
2026-03-02,15:33,CNR1834364,Success,CUST8146,Prime SUV,Electronic City,Bannerghatta Road,6.94,17.83,0,,0,,0,,662,4.95,4.2,4.9
2026-03-30,21:12,CNR3283936,Cancelled by Driver,CUST8055,Mini,Jayanagar,Banaswadi,,,0,,1,More than permitted people in there,0,,,,,
2026-03-01,17:33,CNR7908113,Success,CUST5172,Bike,BTM Layout,JP Nagar,9.86,22.38,0,,0,,0,,195,15.78,3.4,5
2026-03-18,00:40,CNR4481976,Incomplete,CUST8876,Mini,Hebbal,Richmond Town,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-19,02:55,CNR2190950,Incomplete,CUST2140,Auto,Rajajinagar,Anekal,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-27,00:48,CNR3144976,Success,CUST4526,Auto,Jayanagar,Vijayanagar,7.41,11.08,0,,0,,0,,648,16.56,4.1,4
2026-03-18,11:18,CNR2482895,Success,CUST2255,eBike,Bellandur,Ramamurthy Nagar,8.53,11.46,0,,0,,0,,298,23.97,4.9,4.9
2026-03-24,04:05,CNR4417388,Success,CUST5240,eBike,Airport Road,Electronic City,7.72,9.5,0,,0,,0,,139,20.14,3.1,3.1
2026-03-11,18:39,CNR3641092,Success,CUST1252,Bike,Hebbal,RR Nagar,10.3,14.64,0,,0,,0,,775,23.82,4.6,4.1
2026-03-24,15:41,CNR8673524,Cancelled by Driver,CUST9868,Bike,Hennur,Devanahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-27,15:32,CNR6296643,Success,CUST5829,Prime Plus,Brigade Road,Whitefield,10.27,5.43,0,,0,,0,,612,11.69,4.3,4.2
2026-03-24,00:51,CNR6646341,Incomplete,CUST5008,Mini,Airport Road,Chandapura,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-27,03:31,CNR7351099,Success,CUST3693,Mini,Brookefield,Banashankari,5.6,23.99,0,,0,,0,,436,1.12,4.3,4.8
2026-03-18,20:29,CNR8711531,Success,CUST8412,Prime SUV,Mahadevapura,Chandapura,11.18,16.87,0,,0,,0,,782,19.52,3.4,4.8
2026-03-19,00:35,CNR4000817,Success,CUST9480,Bike,Bommanahalli,Malleshwaram,4.98,6.62,0,,0,,0,,387,4.46,4.1,4.2
2026-03-14,20:30,CNR6497687,Success,CUST5139,eBike,Nagawara,Sahakar Nagar,3.14,6.98,0,,0,,0,,360,12.46,3.5,3.1
2026-03-20,20:40,CNR4625923,Success,CUST6010,Prime SUV,KR Puram,Basavanagudi,5.54,21.6,0,,0,,0,,78,4.09,3.7,3.8
2026-03-19,23:07,CNR1810769,Success,CUST8467,Bike,Hebbal,Electronic City,13.22,24.09,0,,0,,0,,685,12.78,3.5,4.9
2026-03-26,09:27,CNR4545616,Success,CUST2390,Prime Plus,Indiranagar,Bellandur,6.97,24.03,0,,0,,0,,368,24.26,4.5,4.4
2026-03-28,21:59,CNR8887457,Success,CUST6311,Bike,Nagawara,Marathahalli,4.89,6.38,0,,0,,0,,830,10.21,3.2,4.1
2026-03-29,07:08,CNR6806686,Success,CUST3232,Auto,Yelahanka,Frazer Town,9.54,8.73,0,,0,,0,,61,21.41,3.8,3.6
2026-03-24,22:57,CNR5123739,Incomplete,CUST1706,Prime SUV,Sahakar Nagar,Nagawara,,,0,,0,,1,Other Issue,,,,
2026-03-11,15:14,CNR4585915,Success,CUST6440,eBike,Shivajinagar,Shivajinagar,7.13,21.07,0,,0,,0,,360,1.05,4.3,3.3
2026-03-09,05:32,CNR4772152,Cancelled by Driver,CUST6862,Auto,Devanahalli,Banaswadi,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-21,15:28,CNR6924376,Cancelled by Driver,CUST2730,Bike,Indiranagar,Chandapura,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-28,11:19,CNR4345746,Cancelled by Driver,CUST9844,eBike,Outer Ring Road,MG Road,,,0,,1,Customer related issue,0,,,,,
2026-03-11,05:34,CNR9082427,Incomplete,CUST8905,Mini,Basavanagudi,Ulsoor,,,0,,0,,1,Customer Demand,,,,
2026-03-15,19:33,CNR9363866,Success,CUST4919,Bike,Silk Board,KR Puram,12.8,17.27,0,,0,,0,,555,3.9,4.9,3.4
2026-03-25,17:55,CNR3859328,Cancelled by Customer,CUST4153,Prime SUV,JP Nagar,Domlur,,,1,Wrong Address,0,,0,,,,,
2026-03-20,12:38,CNR9116643,Success,CUST4865,Prime Plus,Anekal,Kanakapura Road,10.09,6.79,0,,0,,0,,194,22.01,4.8,3.4
2026-03-08,11:40,CNR8897143,Success,CUST5135,Prime Plus,Outer Ring Road,Indiranagar,7,20.45,0,,0,,0,,85,12.71,3.6,3.4
2026-03-12,02:42,CNR6596211,Incomplete,CUST2319,Mini,Outer Ring Road,Ulsoor,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-09,04:25,CNR3886952,Success,CUST5820,Bike,Brigade Road,Sahakar Nagar,9.83,20.85,0,,0,,0,,862,19.29,4.4,3.2
2026-03-05,11:25,CNR2631200,Success,CUST4658,Prime SUV,Devanahalli,Banaswadi,6.94,13.02,0,,0,,0,,976,19.8,3.6,3.1
2026-03-08,22:37,CNR3232379,Incomplete,CUST5686,eBike,Anekal,Bommanahalli,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-11,23:38,CNR8061220,Success,CUST1710,Prime Plus,Vijayanagar,Richmond Town,8.56,13.24,0,,0,,0,,67,18.5,4.3,4.5
2026-03-02,08:32,CNR2770723,Cancelled by Customer,CUST4466,Prime Sedan,Rajajinagar,Marathahalli,,,1,Wrong Address,0,,0,,,,,
2026-03-04,08:37,CNR6370919,Success,CUST8377,Prime SUV,Anekal,Kalyan Nagar,2.87,9.71,0,,0,,0,,380,14.57,4,5
2026-03-23,16:27,CNR5343055,Success,CUST7977,Bike,Indiranagar,Brookefield,9.45,17.43,0,,0,,0,,79,12.12,4.2,4.4
2026-03-14,03:06,CNR4243580,Incomplete,CUST9538,eBike,Whitefield,Indiranagar,,,0,,0,,1,Customer Demand,,,,
2026-03-26,05:17,CNR4113034,Cancelled by Driver,CUST2801,Mini,Anekal,Silk Board,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-08,01:03,CNR2756900,Success,CUST9946,Bike,KR Puram,Hebbal,11.65,10.97,0,,0,,0,,207,11.51,4.3,3.4
2026-03-14,10:45,CNR2979980,Success,CUST1993,Prime Plus,JP Nagar,Vijayanagar,9.74,17.16,0,,0,,0,,861,7.89,3.5,3.5
2026-03-12,05:40,CNR6233969,Incomplete,CUST4256,eBike,Banashankari,Domlur,,,0,,0,,1,Customer Demand,,,,
2026-03-29,20:29,CNR2294335,Success,CUST9361,Prime Plus,Brookefield,Yelahanka,13.88,15.17,0,,0,,0,,495,24.88,3,3.2
2026-03-17,21:49,CNR2148482,Cancelled by Driver,CUST8665,Bike,Rajajinagar,Marathahalli,,,0,,1,Customer related issue,0,,,,,
2026-03-24,23:34,CNR7607573,Cancelled by Driver,CUST3023,Prime Plus,Horamavu,Koramangala,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-25,00:44,CNR7955736,Success,CUST5371,eBike,HSR Layout,Horamavu,9.07,18.64,0,,0,,0,,426,20.4,4.2,4.4
2026-03-21,00:39,CNR2987636,Cancelled by Driver,CUST2019,Bike,Outer Ring Road,Sahakar Nagar,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-27,15:17,CNR9744596,Success,CUST7054,eBike,Chandapura,Devanahalli,13.75,10.54,0,,0,,0,,733,23.57,3.6,3.6
2026-03-20,01:12,CNR5175664,Success,CUST4745,Prime Plus,Whitefield,Bannerghatta Road,14.55,16.7,0,,0,,0,,498,19.62,4.5,4.7
2026-03-15,07:45,CNR1831045,Cancelled by Driver,CUST2788,Mini,Indiranagar,Banashankari,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-05,05:08,CNR5996930,Success,CUST1670,Prime Plus,Shivajinagar,Bellandur,6.53,10.36,0,,0,,0,,269,8.4,3.8,3.6
2026-03-20,04:19,CNR3986200,Success,CUST5327,Auto,Hennur,CV Raman Nagar,13.12,24,0,,0,,0,,325,8.19,4.9,3.4
2026-03-08,03:41,CNR3287897,Success,CUST8766,Mini,Kadugodi,ITPL,11.17,14.97,0,,0,,0,,424,9.34,4.7,3.2
2026-03-04,03:56,CNR4168112,Success,CUST3011,Prime Sedan,JP Nagar,HSR Layout,10.83,19.72,0,,0,,0,,228,9.95,4,4.4
2026-03-03,07:04,CNR2254776,Success,CUST5474,Bike,Indiranagar,Ramamurthy Nagar,3.12,10.56,0,,0,,0,,899,4.05,4.1,3.6
2026-03-30,11:02,CNR6427614,Success,CUST7522,Prime Plus,Sarjapur,Hebbal,3.23,17.84,0,,0,,0,,770,19.87,3.5,3.5
2026-03-20,08:04,CNR6761454,Success,CUST5342,Prime Sedan,Ulsoor,Bommanahalli,7.29,8.59,0,,0,,0,,848,13.77,4.7,4.5
2026-03-03,11:14,CNR3207663,Success,CUST7481,Auto,Airport Road,Sahakar Nagar,10.27,21.76,0,,0,,0,,995,4.67,3.2,4.5
2026-03-03,16:05,CNR7591992,Incomplete,CUST9893,Prime Plus,MG Road,BTM Layout,,,0,,0,,1,Customer Demand,,,,
2026-03-18,07:06,CNR3429161,Success,CUST9731,Prime SUV,Domlur,Whitefield,3.13,21.64,0,,0,,0,,373,23.77,3.3,3
2026-03-22,22:31,CNR2743909,Success,CUST2758,Prime Sedan,BTM Layout,Yelahanka,6.21,8.96,0,,0,,0,,315,15.6,3.5,4.2
2026-03-21,07:40,CNR9240486,Success,CUST8659,Mini,Jayanagar,Anekal,2.55,15.81,0,,0,,0,,270,17.67,4.8,3.4
2026-03-22,16:48,CNR7889124,Incomplete,CUST9496,Bike,RR Nagar,Frazer Town,,,0,,0,,1,Other Issue,,,,
2026-03-01,09:03,CNR3684695,Incomplete,CUST6563,Prime SUV,Outer Ring Road,Brookefield,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-12,09:43,CNR4619477,Success,CUST6726,Mini,Bannerghatta Road,Malleshwaram,12.78,23.18,0,,0,,0,,428,22.6,3.2,3.3
2026-03-13,17:53,CNR9700431,Cancelled by Driver,CUST4218,Mini,Ulsoor,Ulsoor,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-13,08:11,CNR5592324,Cancelled by Driver,CUST5495,Prime SUV,Richmond Town,Bannerghatta Road,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-22,15:41,CNR1708445,Incomplete,CUST1754,Prime Sedan,Peenya,Vijayanagar,,,0,,0,,1,Other Issue,,,,
2026-03-22,19:37,CNR3787159,Success,CUST6028,eBike,Bommanahalli,Outer Ring Road,6.6,8.67,0,,0,,0,,504,2.38,4.3,3.2
2026-03-01,03:40,CNR7171065,Success,CUST2451,Auto,RR Nagar,Electronic City,10.52,13.02,0,,0,,0,,1255,19.96,3.6,4.8
2026-03-28,04:30,CNR7554172,Success,CUST4509,eBike,Whitefield,Kadugodi,13.82,15.64,0,,0,,0,,129,18.9,4.1,3.2
2026-03-21,18:48,CNR2899281,Cancelled by Driver,CUST3416,Auto,Electronic City,Marathahalli,,,0,,1,More than permitted people in there,0,,,,,
2026-03-17,10:31,CNR3368023,Cancelled by Driver,CUST9622,Bike,Banaswadi,Bellandur,,,0,,1,More than permitted people in there,0,,,,,
2026-03-28,07:25,CNR7555970,Success,CUST5084,Prime Sedan,Whitefield,Hennur,10.9,22.39,0,,0,,0,,1009,1.69,4.2,3.8
2026-03-09,04:01,CNR9561264,Success,CUST3033,Prime SUV,Brigade Road,Richmond Town,14.82,19.74,0,,0,,0,,112,8.25,4,4
2026-03-18,15:29,CNR3044936,Success,CUST5787,eBike,Koramangala,Kanakapura Road,12.43,15.69,0,,0,,0,,898,12.98,3.3,3.3
2026-03-10,14:29,CNR3536597,Cancelled by Driver,CUST4540,Prime SUV,BTM Layout,Banashankari,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-22,12:17,CNR4926863,Success,CUST3130,eBike,Whitefield,Horamavu,14.53,9.57,0,,0,,0,,249,20.82,3.2,3.9
2026-03-15,00:05,CNR2477781,Success,CUST3515,eBike,Banashankari,Indiranagar,6.49,17.11,0,,0,,0,,168,24.87,4.2,3.1
2026-03-26,18:56,CNR3909979,Success,CUST3899,Mini,Basavanagudi,Ulsoor,9.51,9.3,0,,0,,0,,169,23.02,4.7,4.5
2026-03-23,08:24,CNR8861255,Success,CUST7522,eBike,Shivajinagar,HSR Layout,11.01,22,0,,0,,0,,333,22.85,3.2,3.5
2026-03-04,08:19,CNR8032769,Cancelled by Customer,CUST4311,eBike,KR Puram,Marathahalli,,,1,Driver asked to cancel,0,,0,,,,,
2026-03-26,10:04,CNR3283586,Success,CUST2443,Mini,Outer Ring Road,Koramangala,9.78,10.13,0,,0,,0,,454,15.03,4,3.6
2026-03-13,20:20,CNR2433788,Success,CUST7271,eBike,Electronic City,Bommanahalli,9.08,9.25,0,,0,,0,,305,12.09,3.4,4.1
2026-03-02,12:53,CNR2294739,Success,CUST7738,Auto,Malleshwaram,Nagawara,10.97,13.02,0,,0,,0,,429,11.31,4.4,3.4
2026-03-09,15:54,CNR9972877,Cancelled by Customer,CUST8855,Prime Plus,Brigade Road,Yelahanka,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2026-03-29,05:26,CNR6874707,Success,CUST6916,Prime SUV,Kanakapura Road,Devanahalli,10.02,17.96,0,,0,,0,,218,6.12,3.1,4.3
2026-03-30,11:16,CNR6695733,Success,CUST9166,Mini,Dasarahalli,Domlur,9.07,10.72,0,,0,,0,,150,18.81,3.1,4.1
2026-03-25,04:30,CNR6455514,Success,CUST1741,Auto,MG Road,Hebbal,13.8,5.79,0,,0,,0,,612,3.25,4.6,4.4
2026-03-04,18:51,CNR6318238,Success,CUST6831,Prime SUV,Jayanagar,ITPL,5.54,16.1,0,,0,,0,,366,9.59,3.3,3.7
2026-03-11,23:05,CNR4337388,Success,CUST8054,eBike,Bannerghatta Road,Brigade Road,12.75,11.88,0,,0,,0,,340,21.83,4.9,3.5
2026-03-05,03:15,CNR8805103,Success,CUST5592,Prime SUV,Electronic City,Shivajinagar,10.67,15.01,0,,0,,0,,84,21.56,4.8,4.7
2026-03-06,17:59,CNR9534238,Cancelled by Driver,CUST6181,Prime SUV,Marathahalli,BTM Layout,,,0,,1,The customer was coughing/sick,0,,,,,
2026-03-30,02:46,CNR6684775,Cancelled by Driver,CUST2532,Prime Plus,Peenya,Sarjapur,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-11,11:22,CNR9247747,Success,CUST4651,Prime Sedan,Chandapura,Shivajinagar,2.19,5.4,0,,0,,0,,193,22.98,4.3,3.2
2026-03-02,20:11,CNR9736207,Success,CUST5793,Auto,Bannerghatta Road,Banashankari,5.31,13.98,0,,0,,0,,224,14.28,4.1,4
2026-03-05,21:59,CNR2491784,Success,CUST5545,Bike,Malleshwaram,Bannerghatta Road,6.21,22.43,0,,0,,0,,119,8.29,3.1,3.5
2026-03-04,02:34,CNR5469888,Success,CUST3336,eBike,Shivajinagar,Brigade Road,4.15,7.5,0,,0,,0,,420,3.78,5,3.5
2026-03-01,21:02,CNR6271770,Success,CUST9446,Mini,Anekal,Electronic City,9.81,12.44,0,,0,,0,,540,4.75,3.8,3.1
2026-03-06,05:59,CNR3724966,Success,CUST7248,Mini,Basavanagudi,Richmond Town,10.6,9.13,0,,0,,0,,347,7.65,3.7,3.1
2026-03-22,12:33,CNR7509902,Incomplete,CUST6749,Prime Plus,Frazer Town,Bellandur,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-07,07:14,CNR7669292,Success,CUST9765,Auto,Devanahalli,BTM Layout,8.8,10.36,0,,0,,0,,1216,3.67,3.1,4.5
2026-03-30,07:11,CNR6939911,Incomplete,CUST7845,eBike,Hennur,Airport Road,,,0,,0,,1,Customer Demand,,,,
2026-03-26,18:47,CNR7569696,Cancelled by Driver,CUST4762,Auto,Dasarahalli,Bannerghatta Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-13,21:12,CNR6715997,Cancelled by Driver,CUST5818,Auto,Yelahanka,Shivajinagar,,,0,,1,More than permitted people in there,0,,,,,
2026-03-17,19:28,CNR9286592,Incomplete,CUST5771,Prime SUV,Koramangala,Kadugodi,,,0,,0,,1,Customer Demand,,,,
2026-03-30,08:25,CNR5729126,Success,CUST8779,Auto,Sahakar Nagar,Koramangala,10.64,7.26,0,,0,,0,,173,3.54,3.6,4.9
2026-03-24,17:44,CNR2163495,Success,CUST4017,Prime Sedan,Vijayanagar,Outer Ring Road,7.61,18.83,0,,0,,0,,66,11.77,3.1,4.8
2026-03-03,15:17,CNR9163873,Cancelled by Driver,CUST6794,Prime Plus,Marathahalli,Koramangala,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-20,20:22,CNR8974179,Cancelled by Driver,CUST9320,Prime SUV,Marathahalli,MG Road,,,0,,1,More than permitted people in there,0,,,,,
2026-03-11,13:30,CNR8424673,Incomplete,CUST4446,Prime Sedan,ITPL,Marathahalli,,,0,,0,,1,Other Issue,,,,
2026-03-12,11:12,CNR4836781,Success,CUST9169,eBike,Jayanagar,Sahakar Nagar,14.38,9.01,0,,0,,0,,424,18.39,4.3,5
2026-03-28,23:06,CNR9489915,Success,CUST9391,Auto,Silk Board,Electronic City,4.95,24.74,0,,0,,0,,596,21.09,3.7,4.4
2026-03-29,12:08,CNR5668968,Incomplete,CUST6057,Prime SUV,Frazer Town,Hebbal,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-28,02:40,CNR3290927,Cancelled by Driver,CUST5209,Prime SUV,Dasarahalli,Hebbal,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-01,05:59,CNR1834240,Success,CUST6098,Bike,RR Nagar,Brigade Road,11.39,20.03,0,,0,,0,,400,9.44,4.4,3.8
2026-03-10,11:13,CNR6493282,Cancelled by Driver,CUST4094,Auto,Sarjapur,Kalyan Nagar,,,0,,1,Personal & Car related issues,0,,,,,
2026-03-24,02:18,CNR7384171,Incomplete,CUST4626,Prime Plus,Sahakar Nagar,Ramamurthy Nagar,,,0,,0,,1,Vehicle Breakdown,,,,
2026-03-13,10:36,CNR8443620,Success,CUST4870,Prime Plus,JP Nagar,Hennur,4.67,11.24,0,,0,,0,,129,3.27,4.5,4.5
2026-03-13,23:34,CNR9857386,Success,CUST5390,Mini,Yelahanka,Kanakapura Road,5.19,5.14,0,,0,,0,,881,19.43,3.4,4.1
2026-03-25,10:59,CNR8629998,Cancelled by Customer,CUST7554,Prime SUV,Shivajinagar,Jayanagar,,,1,Change of plans,0,,0,,,,,
2026-03-10,14:57,CNR2775334,Success,CUST8569,Mini,Nagawara,Domlur,8.28,16.13,0,,0,,0,,1916,20.81,3.5,3.6
2026-03-11,13:14,CNR7905559,Cancelled by Driver,CUST1107,Auto,Frazer Town,Frazer Town,,,0,,1,More than permitted people in there,0,,,,,
2026-03-04,08:19,CNR2212724,Success,CUST3275,Prime Plus,Jayanagar,Bommanahalli,9.26,17.13,0,,0,,0,,101,2.46,3.1,3.5
2026-03-25,10:09,CNR9763109,Success,CUST8069,Prime SUV,Basavanagudi,Kanakapura Road,5.26,15.4,0,,0,,0,,114,18.65,3.4,3.7
